pl_name,habitable

HATS-50 b,CHZ invalid |  Kepler invalid

HATS-51 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HATS-52 b,CHZ invalid |  Kepler invalid

HATS-53 b,CHZ invalid |  Kepler invalid

HATS-54 b,CHZ invalid |  Kepler invalid

HATS-55 b,CHZ invalid |  Kepler invalid

HATS-56 b,CHZ invalid |  Kepler invalid

HATS-57 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HATS-58 A b,CHZ invalid |  Kepler invalid

HATS-59 b,CHZ invalid |  Kepler invalid

HATS-59 c,CHZ invalid |  Kepler invalid (not enough data)

HATS-6 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HATS-60 b,CHZ invalid |  Kepler invalid

HATS-61 b,CHZ invalid |  Kepler invalid

HATS-62 b,CHZ invalid |  Kepler invalid

HATS-63 b,CHZ invalid |  Kepler invalid

HATS-64 b,CHZ invalid |  Kepler invalid

HATS-65 b,CHZ invalid |  Kepler invalid

HATS-66 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HATS-67 b,CHZ invalid |  Kepler invalid

HATS-68 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HATS-69 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HATS-7 b,CHZ invalid (not enough data) |  Kepler invalid

HATS-70 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HATS-71 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HATS-72 b,CHZ invalid |  Kepler invalid

HATS-74 A b,CHZ invalid |  Kepler invalid

HATS-75 b,CHZ invalid |  Kepler invalid

HATS-76 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HATS-77 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HATS-8 b,CHZ invalid (not enough data) |  Kepler invalid

HATS-9 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 100655 b,CHZ invalid |  Kepler invalid (not enough data)

HD 100777 b,CHZ invalid |  Kepler invalid (not enough data)

HD 10180 c,CHZ invalid |  Kepler invalid (not enough data)

HD 10180 d,CHZ invalid |  Kepler invalid (not enough data)

HD 10180 e,CHZ invalid |  Kepler invalid (not enough data)

HD 10180 f,CHZ valid |  Kepler invalid (not enough data)

HD 10180 g,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 10180 h,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 101930 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 102117 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 102195 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 102272 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 102329 b,CHZ valid |  Kepler invalid (not enough data)

HD 102329 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 102365 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 102843 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 102956 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 103197 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 103720 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 103774 b,CHZ invalid |  Kepler invalid (not enough data)

HD 103891 b,CHZ invalid |  Kepler invalid (not enough data)

HD 103949 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 104067 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 10442 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 104985 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 105779 b,CHZ invalid |  Kepler invalid (not enough data)

HD 106252 b,CHZ invalid |  Kepler invalid (not enough data)

HD 106270 b,CHZ invalid |  Kepler invalid (not enough data)

HD 106315 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 106315 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 10647 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 106515 A b,CHZ invalid |  Kepler invalid (not enough data)

HD 106906 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 10697 b,CHZ invalid |  Kepler invalid (not enough data)

HD 107148 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 107148 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 108147 b,CHZ invalid |  Kepler invalid (not enough data)

HD 108236 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 108236 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 108236 d,CHZ invalid |  Kepler invalid (not enough data)

HD 108236 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 108236 f,CHZ invalid |  Kepler invalid (not enough data)

HD 108341 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 108863 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 108874 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 108874 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 109246 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 109271 b,CHZ invalid |  Kepler invalid (not enough data)

HD 109271 c,CHZ invalid |  Kepler invalid (not enough data)

HD 109286 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 109749 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 10975 b,CHZ invalid |  Kepler invalid (not enough data)

HD 110014 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 110082 b,CHZ invalid |  Kepler invalid (not enough data)

HD 110113 b,CHZ invalid (not enough data) |  Kepler invalid

HD 110113 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 111232 b,CHZ invalid |  Kepler invalid (not enough data)

HD 111591 b,CHZ invalid |  Kepler invalid (not enough data)

HD 111998 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 112640 b,CHZ valid |  Kepler invalid (not enough data)

HD 113337 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 113538 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 113538 c,CHZ invalid |  Kepler invalid (not enough data)

HD 113996 b,CHZ invalid |  Kepler invalid (not enough data)

HD 114386 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 114613 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 114729 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 114762 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 114783 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 114783 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 11506 b,CHZ invalid |  Kepler invalid (not enough data)

HD 11506 c,CHZ valid |  Kepler invalid (not enough data)

HD 115954 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 116029 b,CHZ valid |  Kepler invalid (not enough data)

HD 116029 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 117207 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 11755 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 117618 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 118203 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 11964 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 11964 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 11977 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 120084 b,CHZ invalid |  Kepler invalid (not enough data)

HD 121504 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 124330 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 12484 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 125390 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 125595 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 125612 b,CHZ invalid |  Kepler invalid (not enough data)

HD 125612 c,CHZ invalid |  Kepler invalid (not enough data)

HD 125612 d,CHZ invalid |  Kepler invalid (not enough data)

HD 12648 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 126525 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 12661 b,CHZ invalid |  Kepler invalid (not enough data)

HD 12661 c,CHZ invalid |  Kepler invalid (not enough data)

HD 126614 b,CHZ invalid |  Kepler invalid (not enough data)

HD 128311 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 128311 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 128356 b,CHZ invalid |  Kepler invalid (not enough data)

HD 129445 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 130322 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 131496 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 131664 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 13167 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 13189 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 132406 b,CHZ invalid |  Kepler invalid (not enough data)

HD 132563 b,CHZ invalid |  Kepler invalid (not enough data)

HD 133131 A b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 133131 A c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 133131 B b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 134060 b,CHZ invalid |  Kepler invalid (not enough data)

HD 134060 c,CHZ invalid |  Kepler invalid (not enough data)

HD 134987 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 134987 c,CHZ invalid |  Kepler invalid (not enough data)

HD 136352 b,CHZ invalid |  Kepler invalid (not enough data)

HD 136352 c,CHZ invalid |  Kepler invalid

HD 136352 d,CHZ invalid |  Kepler invalid (not enough data)

HD 136418 b,CHZ valid |  Kepler invalid (not enough data)

HD 136925 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 137388 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 137496 b,CHZ invalid (not enough data) |  Kepler invalid

HD 137496 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 13808 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 13808 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 13908 b,CHZ invalid |  Kepler invalid (not enough data)

HD 13908 c,CHZ invalid |  Kepler invalid (not enough data)

HD 13931 b,CHZ invalid |  Kepler invalid (not enough data)

HD 139357 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 1397 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 14067 b,CHZ invalid |  Kepler invalid (not enough data)

HD 141004 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 141399 b,CHZ invalid |  Kepler invalid (not enough data)

HD 141399 c,CHZ valid |  Kepler invalid (not enough data)

HD 141399 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 141399 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 141937 b,CHZ invalid |  Kepler invalid (not enough data)

HD 142 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 142 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 142022 A b,CHZ invalid |  Kepler invalid (not enough data)

HD 142245 b,CHZ invalid |  Kepler invalid (not enough data)

HD 142415 b,CHZ invalid |  Kepler invalid (not enough data)

HD 143105 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 143361 b,CHZ invalid |  Kepler invalid (not enough data)

HD 145377 b,CHZ valid |  Kepler invalid (not enough data)

HD 145457 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 145675 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 145934 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 1461 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 1461 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 147018 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 147018 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 147379 b,CHZ invalid |  Kepler invalid (not enough data)

HD 147513 b,CHZ invalid |  Kepler invalid (not enough data)

HD 14787 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 147873 b,CHZ invalid |  Kepler invalid (not enough data)

HD 147873 c,CHZ valid |  Kepler invalid (not enough data)

HD 148156 b,CHZ invalid |  Kepler invalid (not enough data)

HD 148164 b,CHZ invalid |  Kepler invalid (not enough data)

HD 148164 c,CHZ invalid |  Kepler invalid (not enough data)

HD 148427 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 149026 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 149143 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 150010 b,CHZ invalid |  Kepler invalid (not enough data)

HD 1502 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 150706 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 152079 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 152581 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 152843 b,CHZ invalid (not enough data) |  Kepler invalid

HD 152843 c,CHZ invalid (not enough data) |  Kepler invalid

HD 15337 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 15337 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 153950 b,CHZ invalid |  Kepler invalid (not enough data)

HD 154088 b,CHZ invalid |  Kepler invalid (not enough data)

HD 154345 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 154672 b,CHZ invalid |  Kepler invalid (not enough data)

HD 154857 b,CHZ valid |  Kepler invalid (not enough data)

HD 154857 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 155193 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 155233 b,CHZ invalid |  Kepler invalid (not enough data)

HD 155358 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 155358 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 156279 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 156279 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 156411 b,CHZ invalid |  Kepler invalid (not enough data)

HD 156668 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 156668 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 156846 b,CHZ invalid |  Kepler invalid (not enough data)

HD 158038 b,CHZ valid |  Kepler invalid (not enough data)

HD 158259 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 158259 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 158259 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 158259 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 158259 f,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 158996 b,CHZ valid |  Kepler invalid (not enough data)

HD 159243 b,CHZ invalid |  Kepler invalid (not enough data)

HD 159243 c,CHZ invalid |  Kepler invalid (not enough data)

HD 159868 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 159868 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 1605 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 1605 c,CHZ invalid |  Kepler invalid (not enough data)

HD 160691 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 160691 c,CHZ invalid |  Kepler invalid (not enough data)

HD 160691 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 160691 e,CHZ invalid |  Kepler invalid (not enough data)

HD 161178 b,CHZ invalid |  Kepler invalid (not enough data)

HD 16141 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 16175 b,CHZ invalid |  Kepler invalid (not enough data)

HD 162020 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 163607 b,CHZ invalid |  Kepler invalid (not enough data)

HD 163607 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 16417 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 164509 b,CHZ invalid |  Kepler invalid (not enough data)

HD 164595 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 164604 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 164922 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 164922 c,CHZ invalid |  Kepler invalid (not enough data)

HD 164922 d,CHZ invalid |  Kepler invalid (not enough data)

HD 164922 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 165155 b,CHZ invalid |  Kepler invalid (not enough data)

HD 1666 b,CHZ invalid |  Kepler invalid (not enough data)

HD 166724 b,CHZ invalid |  Kepler invalid (not enough data)

HD 167042 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 168009 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 168443 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 168443 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 168746 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 1690 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

HD 169830 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)
