pl_name,habitable


Kepler-1853 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1854 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1855 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1856 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1857 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1858 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1859 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-186 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-186 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-186 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-186 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1860 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1861 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1862 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1863 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1864 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1865 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1866 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1867 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1868 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1869 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-187 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-187 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1870 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1871 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1872 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1873 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1874 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1875 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1876 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1877 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1878 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1879 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-188 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-188 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1880 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1881 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1882 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1883 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1884 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1885 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1886 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1887 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1888 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1889 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-189 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-189 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1890 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1891 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1892 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1893 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1894 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1895 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1896 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1897 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1898 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1899 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-19 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-19 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-19 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-190 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-190 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1900 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1901 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1902 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1903 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1904 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1905 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1906 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1907 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1907 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1909 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-191 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-191 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-191 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1910 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1911 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1912 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1913 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1914 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1915 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1916 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1917 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1918 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1919 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-192 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-192 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-192 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1920 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1921 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1922 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1923 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1924 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1925 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1926 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1927 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1928 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1929 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-193 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-193 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1930 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1931 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1932 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1933 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1934 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1935 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1936 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1937 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1938 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1939 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-194 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-194 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-194 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1940 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1941 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1942 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1943 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1944 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1945 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1946 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1947 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1948 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1949 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-195 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-195 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1950 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1951 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1952 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1953 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1954 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1955 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1956 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1957 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1958 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1959 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-196 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-196 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-196 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1960 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1961 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1962 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1963 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1964 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1965 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1966 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1967 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1968 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1969 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-197 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-197 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-197 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-197 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1972 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-1972 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-198 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-198 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-198 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-199 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-199 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-20 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-20 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-20 d,CHZ invalid |  Kepler invalid

Kepler-20 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-20 f,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-20 g,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-200 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-200 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-201 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-201 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-202 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-202 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-203 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-203 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-203 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-204 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-204 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-205 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-205 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-206 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-206 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-206 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-207 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-207 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-207 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-208 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-208 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-208 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-208 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-209 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-209 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-21 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-210 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-210 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-211 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-211 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-212 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-212 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-213 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-213 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-214 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-214 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-215 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-215 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-215 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-215 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-216 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-216 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-217 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-217 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-217 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-218 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-218 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-218 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-219 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-219 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-219 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-22 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-220 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-220 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-220 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-220 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-221 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-221 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-221 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-221 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-222 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-222 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-222 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-223 b,CHZ invalid (not enough data) |  Kepler invalid

Kepler-223 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-223 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-223 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-224 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-224 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-224 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-224 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-225 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-225 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-226 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-226 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-226 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-227 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-227 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-228 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-228 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-228 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-229 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-229 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-229 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-23 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-23 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-23 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-230 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-230 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-231 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-231 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-232 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-232 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-233 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-233 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-234 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-234 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-235 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-235 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-235 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-235 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-236 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-236 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-237 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-237 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-238 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-238 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-238 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-238 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-238 f,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-239 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-239 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-24 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-24 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-24 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-24 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-240 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-240 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-241 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-241 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-242 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-242 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-243 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-243 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-244 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-244 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-244 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-245 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-245 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-245 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-245 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-246 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-246 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-247 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-247 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-247 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-248 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-248 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-249 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-249 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-249 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-25 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-25 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-25 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-250 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-250 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-250 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-251 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-251 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-251 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-251 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-252 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-252 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-253 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-253 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-253 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-254 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-254 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-254 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-255 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-255 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-255 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-256 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-256 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-256 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-256 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-257 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-257 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-257 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-258 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-258 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-259 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-259 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-26 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-26 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-26 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-26 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-260 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-260 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-261 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-261 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-262 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-262 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-263 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-263 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-264 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-264 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-265 b,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-265 c,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-265 d,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

Kepler-265 e,CHZ invalid (not enough data) |  Kepler invalid (not enough data)

